Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000224238.2_2,1,119590028,119607408,WARS2-IT1,0.082972364
ENSG00000224239.1_2,3,898807,899774,AC090044.2,0.114636532
ENSG00000224240.1_2,Y,28695572,28695890,CYCSP49,0
ENSG00000224243.1_2,13,112761433,112762329,LINC00403,0
ENSG00000224244.1_2,17,38843290,38845612,AC090283.3,0
ENSG00000224245.1_3,9,97258557,97275161,RP11-533K9.3,0
ENSG00000224247.1_2,21,16866251,16868443,AJ009632.3,0
ENSG00000224250.1_2,10,123495818,123499245,RP11-78A18.2,0.095274843
ENSG00000224251.6_2,10,5037680,5039572,RP11-499O7.7,1.595754793
ENSG00000224252.1_2,2,239643904,239644188,AC113618.2,0
ENSG00000224254.2_2,17,19508767,19509246,MTCO1P39,0.118696576
ENSG00000224255.2_2,1,52645520,52646225,PDCL3P6,0
ENSG00000224256.1_2,22,29231881,29232125,CTA-292E10.7,1.511564555
ENSG00000224257.1_3,2,215374920,215401614,VWC2L-IT1,0
ENSG00000224259.6_2,1,159931008,159954540,LINC01133,2.510122195
ENSG00000224260.6_2,1,209701800,209741018,RP1-272L16.1,0.026648436
ENSG00000224261.2_2,1,160236130,160237015,RPSAP18,0.192915428
ENSG00000224263.1_2,3,11920304,11920603,CYCSP12,0
ENSG00000224265.1_2,10,43819113,43823380,RP11-168L22.2,0.728572331
ENSG00000224267.1_3,9,68324611,68340644,RP11-149F8.5,0
ENSG00000224269.1_2,21,38071073,38073864,AP000697.6,0.168065948
ENSG00000224271.5_2,22,48027423,48251349,RP11-191L9.4,0
ENSG00000224272.2_2,2,242749501,242753111,AC114730.3,1.509873889
ENSG00000224273.2_3,7,75737752,75761505,AC005077.7,0.536714951
ENSG00000224274.1_2,20,15600139,15600464,ENSAP1,0.174767964
ENSG00000224276.1_2,1,155961181,155971578,RP11-336K24.5,1.633927924
ENSG00000224277.5_2,22,23909251,23915694,AP000345.2,0
ENSG00000224278.1_2,1,188211270,188211809,RP11-405P11.1,0
ENSG00000224279.2_2,22,38970936,38971436,RPS29P31,0.694809223
ENSG00000224280.1_2,7,16623407,16626382,AC005014.5,0
ENSG00000224281.4_2,X,118599997,118603061,SLC25A5-AS1,9.359408938
ENSG00000224282.3_2,5,31822668,31823243,CTD-2290C23.1,0
ENSG00000224286.5_2,1,170240744,170253349,LINC01142,0
ENSG00000224287.2_2,2,234774083,234777090,MSL3P1,2.063382087
ENSG00000224288.2_2,2,143850625,143851733,MTCYBP11,0
ENSG00000224289.1_2,10,91122051,91123244,IFIT6P,0
ENSG00000224291.1_2,2,88727597,88728134,AC012671.2,0
ENSG00000224292.1_2,X,48364911,48367226,AF196972.9,0.828876546
ENSG00000224294.1_2,X,43036243,43085847,RP3-326I13.1,0
ENSG00000224295.2_2,11,5539671,5546185,OLFM5P,0.539675905
ENSG00000224296.3_2,5,63970680,63971214,MRPL49P1,0
ENSG00000224297.2_2,9,77550092,77550612,RP11-197P3.1,0
ENSG00000224299.1_2,2,202415247,202415772,MTATP6P16,0
ENSG00000224300.1_2,11,5036368,5037309,OR51P1P,0
ENSG00000224301.1_2,10,64883698,64885297,RP11-144G16.1,0
ENSG00000224302.1_2,10,103845233,103845487,RP11-302K17.3,0
ENSG00000224303.1,9,43144980,43160008,RP11-327I22.5,0
ENSG00000224307.1_2,9,132044737,132048007,RP11-344B5.2,2.931785058
ENSG00000224308.1_2,1,152902516,152921686,LINC01527,0
ENSG00000224309.7_2,21,14410481,14439354,ANKRD30BP2,0
ENSG00000224310.1_2,16,24672743,24682383,LINC01567,0
ENSG00000224311.1_2,1,27555597,27560843,RP11-40H20.4,0
ENSG00000224312.1_2,6,29962214,29963091,MCCD1P2,0
ENSG00000224314.1_2,X,116533415,116534044,RP3-378P9.2,0
ENSG00000224315.2_2,1,8846270,8846972,RPL7P7,0.243133811
ENSG00000224316.1_2,7,65238607,65267054,GTF2IP5,1.51983577
ENSG00000224318.5_2,3,237441,239024,CHL1-AS2,14.29198179
ENSG00000224321.1_2,1,16119291,16119780,RPL12P14,0.116274197
ENSG00000224322.1_3,7,27401462,27449557,AC004009.3,0
ENSG00000224323.2_2,2,187353351,187353810,DPRXP1,0
ENSG00000224324.1_2,7,158415880,158416141,THAP5P1,0
ENSG00000224326.1_2,1,81000663,81050048,RP5-933B4.1,0
ENSG00000224328.1_2,6,30670844,30680961,MDC1-AS1,10.65374142
ENSG00000224329.2_2,13,30446750,30462542,LINC00297,0
ENSG00000224330.1_2,7,13893980,13898650,AC005019.3,0
ENSG00000224331.2_2,2,165543797,165544106,AC019181.3,0
ENSG00000224333.1_2,1,32867710,32868716,GAPDHP20,0.113156616
ENSG00000224334.1_2,22,25082890,25084054,AP000357.4,0
ENSG00000224335.2_2,1,147706545,147706761,RP11-301M17.2,0
ENSG00000224336.2_3,Y,9382526,9384756,FAM197Y1,0
ENSG00000224337.1_2,2,150177107,150177950,FAM8A3P,0
ENSG00000224338.2_2,1,11485314,11485878,MTCYBP45,0
ENSG00000224339.1_2,X,37805137,37806028,AL121578.5,0
ENSG00000224340.1_2,1,10114503,10114839,RP11-496H15.2,0
ENSG00000224341.1_2,X,118011849,118013148,RP4-562J12.1,0
ENSG00000224342.1_2,2,208038358,208087514,AC007879.1,0.102841798
ENSG00000224344.1_2,2,51738196,51738621,KNOP1P3,0
ENSG00000224346.1_2,2,201708963,201710184,BICD1P1,0
ENSG00000224347.6_2,13,78173890,78180686,SCEL-AS1,0.849617594
ENSG00000224348.2_2,1,241468880,241469182,RP11-306K13.1,0
ENSG00000224349.2_2,6,71122531,71123653,RP11-462G2.2,0.408125761
ENSG00000224351.2_2,13,40391878,40392186,CDKN2AIPNLP3,0
ENSG00000224352.1_2,2,131087715,131087858,AC132479.4,0
ENSG00000224353.2_2,17,61584417,61597167,ACE3P,0
ENSG00000224354.2_2,7,141502282,141503287,MTND2P5,0
ENSG00000224356.5_3,13,101187995,101239400,RP11-151A6.4,0.203759734
ENSG00000224357.1_2,20,37957657,37958567,ATG3P1,0
ENSG00000224358.1_2,1,165738166,165744413,RP11-466F5.8,0.702242066
ENSG00000224359.2_2,1,240693752,240694162,RP11-467I20.2,0
ENSG00000224361.1_2,2,23729913,23747214,AC011239.1,0
ENSG00000224363.1,1,144089214,144091946,RP11-289H16.1,0.026195106
ENSG00000224365.1_2,7,65469004,65469124,RP11-252P18.1,0
ENSG00000224366.1_2,19,45073550,45073810,AC138472.4,0
ENSG00000224367.6_3,18,56663966,56736570,OACYLP,0.035991381
ENSG00000224368.1_2,7,62865220,62865778,ARAFP2,0
ENSG00000224370.1_2,7,56448669,56449005,RP11-814E24.3,0
ENSG00000224371.5_2,6,161293920,161339681,RP11-235G24.1,0.280316636
ENSG00000224372.1_2,6,30319193,30319327,HLA-N,0
ENSG00000224373.3_2,14,107083254,107083830,IGHV4-59,0.575498548
ENSG00000224374.1_2,6,135581134,135582071,RP1-32B1.4,0
ENSG00000224375.1_2,7,134368896,134372742,AC009276.4,0
ENSG00000224376.1_2,2,232253687,232259702,AC017104.6,1.177303543
ENSG00000224382.1_2,10,4426438,4452804,LINC00703,0
ENSG00000224383.7_2,17,62075711,62081664,PRR29,102.3736472
ENSG00000224384.1_2,6,97233013,97243697,RP3-417O22.3,0
ENSG00000224387.1_2,1,2423739,2424697,RP3-395M20.2,4.57047034
ENSG00000224388.1_3,21,42552024,42552553,BACE2-IT1,2.535508003
ENSG00000224389.8_2,6,31982539,32003195,C4B,6.353169157
ENSG00000224391.1_2,2,217455149,217471661,LINC01280,0
ENSG00000224394.1_2,13,94470677,94488397,GPC6-AS2,0
ENSG00000224396.1_2,X,22453715,22454935,METTL15P3,0
ENSG00000224397.5_2,20,48884023,48896332,SMIM25,6.287867556
ENSG00000224400.5_2,2,16535524,16613970,AC010880.1,0
ENSG00000224401.2_2,X,47700362,47701101,RPL7P57,0.769923734
ENSG00000224402.1_2,10,45753633,45754571,OR6D1P,0
ENSG00000224403.1_2,3,193711120,193711774,DPPA2P3,0.08698375
ENSG00000224404.1_2,22,34604130,34605251,LL22NC03-13G6.2,0
ENSG00000224405.1_2,13,30492784,30500788,LINC00572,0.099085837
ENSG00000224406.5_2,3,186172771,186211450,LINC02052,0
ENSG00000224407.1_2,1,230416058,230417639,RP5-956O18.3,35.62973594
ENSG00000224408.1_2,Y,9021303,9023412,USP9YP22,0
ENSG00000224409.1_2,1,33183335,33190838,RP11-114B7.6,0.216358315
ENSG00000224410.1_2,2,126580685,126580892,AC097499.2,0
ENSG00000224411.3_2,11,27910385,27912580,HSP90AA2P,1.219396515
ENSG00000224412.1_2,10,65249221,65249398,RP11-351O1.3,0.160040327
ENSG00000224413.1_2,21,47456966,47459721,AP001476.2,0
ENSG00000224414.1_2,2,218558618,218561486,AC010886.2,0
ENSG00000224415.1_2,7,102781796,102782386,RP11-401L13.4,0.482016551
ENSG00000224416.2_2,9,21278049,21278618,IFNA22P,0
ENSG00000224417.2_3,6,168698749,168702794,RP11-503C24.6,0
ENSG00000224418.1_2,13,99229498,99231084,STK24-AS1,2.986918523
ENSG00000224419.1_2,13,90882638,90883936,KRT18P27,0
ENSG00000224420.3_3,19,50191921,50193832,ADM5,1.442598661
ENSG00000224421.1_2,21,37761176,37761410,ATP5J2LP,0
ENSG00000224424.7_2,3,48885005,48889414,PRKAR2A-AS1,4.501803236
ENSG00000224425.2_2,2,132109787,132110812,AC073869.2,0
ENSG00000224426.1_2,3,172321230,172321796,SLC31A1P1,0.301451621
ENSG00000224427.1_2,21,34213806,34214121,AP000281.1,0
ENSG00000224429.7_2,13,21877654,21922860,LINC00539,0.873463773
ENSG00000224430.2_2,X,73380897,73382363,MKRN5P,0.271861277
ENSG00000224431.1_2,5,131535149,131539180,AC063976.7,0.456627996
ENSG00000224435.2,22,16345912,16355362,NF1P6,0
ENSG00000224436.1_2,1,232357684,232357920,RP11-284L19.1,0
ENSG00000224437.2_2,9,73531913,73532417,PIGUP1,0.225641015
ENSG00000224438.3_2,12,2891070,2891537,RPL23AP14,0
ENSG00000224439.2_2,10,28725130,28726007,RPSAP10,0
ENSG00000224440.1_3,X,145895624,145896244,CXorf51A,0
ENSG00000224441.1_2,15,91475816,91478360,AC068831.3,1.086704344
ENSG00000224442.1_2,2,197893435,197894867,AC017035.2,0.025549039
ENSG00000224443.1_2,2,47932607,47933118,AC006509.4,0
ENSG00000224445.3_2,1,99937888,100066551,LINC01708,1.144939217
ENSG00000224447.1_2,6,26016607,26016829,HIST1H1PS2,0
ENSG00000224448.1_2,7,99235865,99236390,GS1-259H13.7,0.6498976
ENSG00000224451.2_2,13,52172552,52173596,ATP5F1P1,0.250326697
ENSG00000224452.1_2,20,30758193,30758593,RSL24D1P6,0.213121034
ENSG00000224458.3_2,7,63560683,63611099,GUSBP6,0
ENSG00000224459.1_2,1,16066546,16076391,RP11-169K16.4,0.490389608
ENSG00000224462.2_2,1,207338841,207357255,C4BPAP1,0.030097388
ENSG00000224463.1_2,2,203096419,203096572,AC079354.6,6.844322023
ENSG00000224464.2_2,2,24095138,24095884,PGAM1P6,0.152541784
ENSG00000224465.1_2,22,22525369,22525942,SOCS2P2,0
ENSG00000224466.1_2,1,87018308,87019025,CDCA4P2,0
ENSG00000224467.1_2,2,161952742,162016735,AC009313.1,0
ENSG00000224468.3_2,1,183107537,183110417,RP11-181K3.4,0.416305317
ENSG00000224469.1_2,7,136848790,136849359,AC009517.2,0
ENSG00000224470.7_3,16,71879894,71919171,ATXN1L,6.669908253
ENSG00000224471.2_2,X,102054491,102054811,MTCO3P19,0.53247062
ENSG00000224473.1_2,10,30692126,30692705,CCND3P1,0
ENSG00000224475.1_2,7,96830020,96830795,AC073900.4,0
ENSG00000224476.3_2,19,41675766,41676071,RPL36P16,3.53762343
ENSG00000224477.5_2,6,161119320,161121664,RP1-81D8.3,0
ENSG00000224478.1_2,6,159528823,159537085,RP11-13P5.1,0
ENSG00000224479.6_3,3,63727503,63813121,AC136289.1,5.751155211
ENSG00000224481.1_2,1,147801124,147816764,RP11-495P10.3,0
ENSG00000224482.1_2,Y,22970662,22973695,HSFY4P,0
ENSG00000224484.1_2,7,57836678,57837227,RP11-548K12.4,0
ENSG00000224485.1_2,Y,20020635,20022686,USP9YP7,0
ENSG00000224486.1_2,6,30327055,30327688,HCG19P,0
ENSG00000224488.1_2,9,17447143,17448541,SAMM50P1,0
ENSG00000224490.5_2,2,166790367,166806401,TTC21B-AS1,1.30297101
ENSG00000224493.1_2,1,75987247,75987916,RP11-87O11.1,0
ENSG00000224494.1_2,1,81892141,81893290,HNRNPA3P14,0
ENSG00000224497.1_2,20,34132175,34132492,RPL36P4,5.195774631
ENSG00000224498.1_2,10,110607944,110609319,MAPKAPK5P1,0
ENSG00000224500.1_2,10,79073699,79075452,RP11-328K22.1,0
ENSG00000224503.2,3,65573177,65573725,AC104438.1,0.104540103
ENSG00000224504.2_2,10,87192619,87208718,RP11-475D12.2,0
ENSG00000224505.2_2,17,43227767,43238877,AC002117.1,14.4891682
ENSG00000224506.2_2,6,125995499,126041364,RP1-293L8.2,0.019228605
ENSG00000224509.2_3,2,105552699,105654954,AC010884.1,0
ENSG00000224510.2_2,13,48708494,48708670,POLR2KP2,0
ENSG00000224511.1_2,13,30677315,30683012,LINC00365,0.703152496
ENSG00000224512.2,17,76101532,76102949,AC021593.1,3.741959842
ENSG00000224513.2_2,11,3247291,3254068,AC109309.4,0
ENSG00000224514.2_2,3,13692196,13788134,LINC00620,0
ENSG00000224515.1_2,1,161526080,161526868,RP11-5K23.5,0
ENSG00000224516.5_2,2,233244345,233246384,AC068134.8,0
ENSG00000224517.6_2,13,47426278,47430434,HTR2A-AS1,0
ENSG00000224518.2_2,Y,17053626,17054595,AC006989.2,0
ENSG00000224519.1_2,7,46674212,46674544,HMGN1P19,0
ENSG00000224520.2_2,1,157043049,157044495,KRT8P45,0.11812237
ENSG00000224521.1_2,1,248712057,248727140,RP11-438F14.3,0
ENSG00000224523.1_2,X,80664437,80682775,RP13-52K8.1,0
ENSG00000224524.1_2,21,16862849,16863086,CYCSP42,0
ENSG00000224525.2_3,1,242366857,242374129,RP11-561I11.3,0
ENSG00000224529.1_2,2,209000118,209002421,AC093698.4,0
ENSG00000224530.1_2,20,52037738,52038195,PPIAP10,0.124398158
ENSG00000224531.5_2,6,11094266,11138966,SMIM13,1.616379989
ENSG00000224532.2_2,6,6758509,6759524,RP3-470L22.1,0
ENSG00000224533.4_3,X,154696201,154841277,TMLHE-AS1,0
ENSG00000224535.1_2,1,212640158,212641085,RP11-61J19.2,0
ENSG00000224536.2_3,1,201476369,201503912,RP11-134G8.7,3.852157995
ENSG00000224537.1_2,9,44147906,44154014,MEP1AP4,0
ENSG00000224539.1_2,X,134732852,134749356,SAGE4P,0
ENSG00000224540.1_2,1,209405541,209406764,RP11-385M4.3,0
ENSG00000224541.1_3,21,27530409,27548142,AP001439.2,0.145342746
ENSG00000224543.4_2,19,14600200,14600421,SNRPGP15,3.33633618
ENSG00000224545.1_2,7,131204896,131205262,AC008264.4,0
ENSG00000224546.2_2,9,98908289,98910138,EIF4BP3,0.431157291
ENSG00000224547.1_2,7,46184535,46185286,ZNF619P1,0
ENSG00000224548.1_2,X,126930105,126930714,RP1-107N3.2,0
ENSG00000224549.1_3,9,22767174,22768315,RP11-370B11.3,0
ENSG00000224550.1_2,1,108047825,108048070,RP11-270C12.3,1.621221521
ENSG00000224551.1_2,7,96764327,96764873,HMGB3P21,0
ENSG00000224553.1_2,2,172231441,172231788,AC008065.1,0
ENSG00000224555.3_2,11,4010393,4010693,RP11-438N5.2,0.283925364
ENSG00000224556.2_2,X,52165212,52202209,RP11-485B17.3,0
ENSG00000224557.7_2,6,33080228,33096861,HLA-DPB2,0.231458322
ENSG00000224559.2_2,2,132394598,132407188,LINC01087,0
ENSG00000224560.3_2,4,45416354,45416927,RP11-270L13.1,0
ENSG00000224563.1_2,3,188280026,188286454,LPP-AS1,0
ENSG00000224565.1_2,20,46020673,46041071,LINC01754,0.417811946
ENSG00000224566.2_2,1,228302698,228303174,FAM96AP2,0.119443095
ENSG00000224567.1,9,42779314,42779707,AC129778.5,0
ENSG00000224568.1_2,2,108145943,108172782,LINC01886,0
ENSG00000224569.3_2,4,13978790,13979652,RP11-341G5.2,0
ENSG00000224570.1_2,1,66041812,66044063,RP11-430H12.2,0
ENSG00000224571.1_2,Y,26066052,26067657,USP9YP13,0
ENSG00000224573.1_3,7,32991038,32991268,AC083863.5,0
ENSG00000224574.1_2,21,46827301,46829980,COL18A1-AS2,0.103214414
ENSG00000224577.1_2,2,177502438,177520686,LINC01117,0
ENSG00000224578.4_2,16,51679667,51681043,HNRNPA1P48,1.820531356
ENSG00000224579.1_2,19,54712960,54713286,AC012314.19,0
ENSG00000224581.1,1,13632348,13635279,XX-FW84067D5.2,0
ENSG00000224582.5_2,6,29497197,29501442,LINC01015,0
ENSG00000224583.1_3,6,75352100,75361718,RP11-554D15.4,0
ENSG00000224584.2_2,1,214786303,214786741,UBE2V1P13,0
ENSG00000224585.1_2,2,95637699,95637912,AC103563.5,0
ENSG00000224586.6_2,6,28493702,28502729,GPX5,0
ENSG00000224589.1_2,X,27911465,27912176,RP11-12D5.6,0
ENSG00000224590.1_2,2,202418411,202418754,MTND3P16,0
ENSG00000224592.5_2,1,38512986,38584697,RP5-884C9.2,0.832958425
ENSG00000224593.1_2,7,3377521,3378233,RP11-30B1.1,1.957744361
ENSG00000224594.2_2,8,49297150,49297609,RPL29P19,0.247714593
ENSG00000224595.1_2,7,114054299,114059930,AC073626.2,0.097894083
ENSG00000224596.7_3,10,80703085,80827652,ZMIZ1-AS1,0.411831805
ENSG00000224597.9_2,10,29698331,29776674,SVIL-AS1,4.887589925
ENSG00000224598.1_2,21,35507732,35508371,RPS5P2,0
ENSG00000224599.1_2,9,70083601,70087216,BMS1P12,0
ENSG00000224600.5_2,1,171793750,171794099,RP4-612B18.1,0
ENSG00000224602.1_2,21,17493630,17493964,RPS26P5,0
ENSG00000224603.1_2,9,46755557,46755935,RP11-96J15.1,0
ENSG00000224604.1_2,2,17035087,17036551,AC008069.2,0.119946013
ENSG00000224605.1_2,6,92100031,92102718,RP1-177I10.1,0
ENSG00000224606.1_3,2,70694517,70695627,TGFA-IT1,0
ENSG00000224607.4_2,2,90007677,90008145,IGKV1D-27,0
ENSG00000224609.6_2,1,59597608,59673793,HSD52,0
ENSG00000224610.1_2,X,39085356,39159040,RP11-265P11.1,0.034404805
ENSG00000224611.1_2,3,172240018,172240234,AC007919.18,0.918941231
ENSG00000224612.1_2,2,154028501,154058240,AC011901.2,0
ENSG00000224613.6_2,1,103960701,104068105,RP11-153F1.1,0.089301499
ENSG00000224614.1_2,3,195634947,195638128,TNK2-AS1,2.093046486
ENSG00000224616.1_2,1,100729565,100731676,RTCA-AS1,7.003939781
ENSG00000224617.1_2,X,71009236,71009486,RP11-402P6.5,0
ENSG00000224618.1_2,3,30667915,30668289,AC096921.2,0.151931617
ENSG00000224620.2_2,1,179416713,179417575,MEF2AP1,0
ENSG00000224621.1_2,1,16485761,16488378,RP11-276H7.3,2.147011588
ENSG00000224622.1_2,12,55552631,55553507,OR9R1P,0
ENSG00000224625.2_2,1,242220387,242223544,TUBB8P6,0
ENSG00000224626.1_2,2,18966073,18969018,AC106053.1,0.07741081
ENSG00000224627.1_2,2,83822080,83822367,RPL37P10,0
ENSG00000224628.2_2,20,29873120,29874638,RP5-854E16.2,0.056261708
ENSG00000224629.1_2,7,157055716,157055923,RP5-1142J19.2,1.50653346
ENSG00000224630.2_2,X,143391959,143392205,RP1-169P22.2,0
ENSG00000224631.4_2,16,61089303,61089868,RPS27AP16,2.315212358
ENSG00000224632.1_2,X,102262389,102263000,LL0XNC01-73E8.1,0
ENSG00000224634.1_2,Y,8218972,8220184,ZNF736P6Y,0
ENSG00000224635.1_2,20,37034658,37045444,RP4-564F22.5,0.071075794
ENSG00000224637.1_2,2,44393405,44394082,PDSS1P2,0
ENSG00000224638.1_2,2,174745593,174764156,AC106900.6,0
ENSG00000224640.1_2,13,69982348,69982867,SRSF1P1,0
ENSG00000224643.5_2,2,183948133,183973247,AC064871.3,4.580852768
ENSG00000224644.1_3,9,114336472,114337707,RP11-16L21.7,0.377313618
ENSG00000224645.1_2,1,151313124,151314442,RP11-126K1.8,11.37895663
ENSG00000224646.2_2,2,74981797,74981946,AC007387.2,0
ENSG00000224647.2_2,17,7233771,7238732,AC026954.6,0.132191082
ENSG00000224648.1_3,9,37383175,37384431,LINC01627,0
ENSG00000224649.1_2,21,30554348,30560116,AF124730.4,0
ENSG00000224650.2_2,14,107218676,107219365,IGHV3-74,0.097060232
ENSG00000224652.1_2,3,195869507,195887761,LINC00885,1.573963344
ENSG00000224653.1_2,7,57879525,57880333,RP11-548K12.10,0
ENSG00000224655.5_2,2,122548020,122554278,LINC01823,0
ENSG00000224656.1_2,X,47577401,47578498,RP1-212G6.4,0
ENSG00000224657.9_3,Y,24795392,24805025,RBMY2BP,0
ENSG00000224658.1_2,6,148558721,148604544,RP11-631F7.1,0
ENSG00000224659.2_2,X,49178536,49185863,GAGE12J,0
ENSG00000224660.1_2,3,15295691,15306000,SH3BP5-AS1,12.31810826
ENSG00000224661.1_2,2,3750175,3751743,AC010907.5,0
ENSG00000224662.2_2,9,139674391,139674670,ATP6V1G1P3,0
ENSG00000224664.2_2,X,113824088,113824403,RPL36AP53,0
ENSG00000224666.3_2,6,36354608,36361239,RP1-50J22.4,0
ENSG00000224667.1_2,7,12545633,12547104,AC013470.8,1.356532293
ENSG00000224668.1_2,1,211032519,211035627,IPO8P1,0.027488432
ENSG00000224669.1_2,7,64043111,64043585,RP11-561N12.1,0
ENSG00000224670.1_2,2,194892643,194892888,AC068135.1,0
ENSG00000224671.2_2,1,203113822,203121707,RP11-335O13.8,0
ENSG00000224672.4_2,2,201966812,201967680,RPL17P10,0.359297742
ENSG00000224674.1_2,2,162944769,162946582,EIF3EP2,0
ENSG00000224675.1_2,2,155292365,155313950,AC009227.2,0
ENSG00000224676.1,22,24350068,24352081,AP000351.8,0
ENSG00000224677.1_2,15,43941321,43941478,PDIA3P2,6.851346643
ENSG00000224678.3_2,1,92580360,92581353,GAPDHP46,0
ENSG00000224679.1_2,2,132292760,132294561,MED15P4,0
ENSG00000224680.4_2,1,52834349,52834916,PLA2G12AP1,0.551688309
ENSG00000224681.1_2,9,42478013,42478478,RP11-146D12.5,0
ENSG00000224682.1_2,9,138339292,138342000,SOCS5P2,0.125771206
ENSG00000224683.1_2,7,16248570,16248890,RPL36AP29,0
ENSG00000224685.1_2,1,101117503,101117823,RP11-84O12.3,0
ENSG00000224686.1_2,13,79062317,79062648,ELOCP23,0
ENSG00000224687.1_2,1,178060643,178063119,RASAL2-AS1,1.354229182
ENSG00000224688.1_2,22,21495913,21496660,E2F6P2,0
ENSG00000224689.9_1,19,9800600,9811452,ZNF812P,0.745162036
ENSG00000224690.2_2,1,150772949,150773507,UBE2D3P3,0.670286545
ENSG00000224691.1_2,1,186145946,186146434,GS1-174L6.4,0.161400443
ENSG00000224692.1_2,X,102513500,102514509,LL0XNC01-177E8.2,0
ENSG00000224695.1_2,2,83044662,83045185,MTND6P7,0
ENSG00000224697.1_2,10,56359438,56360443,NEFMP1,0
ENSG00000224698.1_2,1,108963311,108975806,RP11-131J3.1,0
ENSG00000224699.8_2,1,110889738,110986439,LAMTOR5-AS1,1.321720306
ENSG00000224700.2_2,11,131850990,131854555,RP11-697E14.2,0
ENSG00000224701.1_2,X,45811197,45811768,MED28P4,0
ENSG00000224702.1_2,1,165179864,165182327,RP11-38C18.2,0
ENSG00000224706.1_2,7,37156384,37156790,RPS17P13,0
ENSG00000224707.1_3,6,20438052,20440409,E2F3-IT1,0
ENSG00000224709.1_2,12,49021671,49022565,OR11M1P,0
ENSG00000224710.3_2,8,7595909,7598918,FAM90A8P,0
ENSG00000224711.1_2,20,7328114,7348279,LINC01706,0
ENSG00000224712.12_3,16,14802801,14820195,NPIPA3,0.367451721
ENSG00000224713.4_2,12,58005901,58013421,AC025165.8,0.252001961
ENSG00000224714.2_2,10,66660894,66684276,RP11-179K3.2,0.088607086
ENSG00000224715.1_2,22,47741319,47769291,CITF22-49D8.1,0.058749909
ENSG00000224717.1_2,1,205425057,205438152,RP11-576D8.4,0
ENSG00000224718.1_2,1,175846479,175849604,LINC01657,0
ENSG00000224719.1_2,2,96168539,96170807,AC009237.6,0
ENSG00000224721.1_2,14,76041231,76045931,AC007182.6,0.620147
ENSG00000224722.3_2,8,128098508,128099755,RP11-255B23.1,0.091305058
ENSG00000224723.1_2,7,57245116,57247759,GUSBP10,0
ENSG00000224725.3_2,10,72149182,72150382,CEP57L1P1,0
ENSG00000224727.1_2,1,243430559,243431421,FCF1P7,2.552614529
ENSG00000224728.1_2,3,15919554,15921078,IMPDH1P8,0.112080701
ENSG00000224729.5_2,7,100187025,100201829,PCOLCE-AS1,2.822389554
ENSG00000224730.1_2,19,55147173,55150343,AC009892.10,0.668471689
ENSG00000224731.1_2,2,80255138,80257677,AC016716.2,0
ENSG00000224732.1_2,X,148889876,148890817,MAGEA7P,0.272170492
ENSG00000224733.1_2,6,128821672,128822321,RP1-86D1.5,0
ENSG00000224735.1_2,X,53785524,53785702,RP11-272G22.1,0
ENSG00000224738.1_2,17,57183959,57195628,AC099850.1,1.724560112
ENSG00000224739.2_2,2,43228495,43233200,AC016735.1,0.240398128
ENSG00000224743.6_2,13,31456070,31507983,TEX26-AS1,0.319441475
ENSG00000224745.1_3,10,89638449,89640184,RP11-380G5.2,0.285442667
ENSG00000224746.1_2,7,135611203,135617629,AC015987.1,0.248022695
